created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url,,,,,,,,,
"Thu Jan 18 03:30:40 +0000 2024;1747823794822201459;""Tiga capres yakni Anies Baswedan"," Prabowo Subianto dan Ganjar Pranowo mengungkapkan komitmen dalam pencegahan korupsi.  Hal itu disampaikan mereka saat menghadiri PAKU Integritas yang digelar KPK pada Rabu (17/1).  Baca selengkapnya: https://t.co/I1WJQtTHj3 #Capres #Korupsi https://t.co/Ew2ZtRNTQW"";1;1;2;1;in;552523769;1747823794822201459;KATADATAcoid;https://twitter.com/KATADATAcoid/status/1747823794822201459",,,,,,,,
"Thu Jan 18 03:30:28 +0000 2024;1747823745807548630;""PUFFY SHOULDER TOP by Dippew seharga Rp89.100.   Dapatkan sekarang juga di Shopee! https://t.co/nKBV9Jy78M  Promosi : Raffi Kamis Pagii Sarapan Jang Wonyoung Miftah Ilana Tan Pak Lurah Pandji Abu Bakar Ba'syir Anak TK Anies Videotron Prabowo Ganjar https://t.co/7m4z4jEIoz"";0;1;0;0;in;1641237672906878978;1747823745807548630;berkahmurahshop;https://twitter.com/berkahmurahshop/status/1747823745807548630",,,,,,,,,
"Thu Jan 18 03:30:18 +0000 2024;1747823705047134326;""Lebih asik pilih Ganjar Pranowo daripada Prabowo dan Anies Baswedan. Dedikasinya buat perempuan dan perlindungan hak mereka bener-bener keren. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/6DRsirSLPu"";0;0;0;0;in;1737759033040273408;1747823705047134326;ErinOdom145358;https://twitter.com/ErinOdom145358/status/1747823705047134326",,,,,,,,,
"Thu Jan 18 03:30:15 +0000 2024;1747823689452732494;""Lebih asik pilih Ganjar Pranowo daripada Prabowo dan Anies Baswedan. Dedikasinya buat perempuan dan perlindungan hak mereka bener-bener keren. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/0PwaldJsLj"";0;0;0;0;in;1720440586061115392;1747823689452732494;BandungDav52822;https://twitter.com/BandungDav52822/status/1747823689452732494",,,,,,,,,
"Thu Jan 18 03:30:14 +0000 2024;1747823687489736867;""Anies Baswedan dan Prabowo punya wawasan"," tapi Ganjar Pranowo punya prestasi nyata yang bisa dilihat. Pilih pemimpin berdasarkan hasil kerja. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/sb15cQ7fKI"";0;0;0;0;in;1737765420705140736;1747823687489736867;CantuAidan42400;https://twitter.com/CantuAidan42400/status/1747823687489736867",,,,,,,,
"Thu Jan 18 03:30:13 +0000 2024;1747823683693838716;""Anies Baswedan dan Prabowo punya wawasan"," tapi Ganjar Pranowo punya prestasi nyata yang bisa dilihat. Pilih pemimpin berdasarkan hasil kerja. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/ueOyivl6Ic"";0;0;0;0;in;1720440935849263104;1747823683693838716;ChefIzumi34020;https://twitter.com/ChefIzumi34020/status/1747823683693838716",,,,,,,,
"Thu Jan 18 03:30:13 +0000 2024;1747823683572285542;""Lebih asik pilih Ganjar Pranowo daripada Prabowo dan Anies Baswedan. Dedikasinya buat perempuan dan perlindungan hak mereka bener-bener keren. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/Du0yQngSEP"";0;0;0;0;in;1720440620953620480;1747823683572285542;gioia97867;https://twitter.com/gioia97867/status/1747823683572285542",,,,,,,,,
"Thu Jan 18 03:29:13 +0000 2024;1747823431658430833;""@AsamAminoCoffee @hasyimmah Betul dan Anies adalah peserta pilpres bersama Ganjar dan Prabowo"," jokowi gak ikut. Paham ?"";0;0;0;0;in;1603529398497333248;1747785531554169286;spider9761;https://twitter.com/spider9761/status/1747823431658430833",,,,,,,,
"Thu Jan 18 03:27:12 +0000 2024;1747822924575441150;""Sumber : kepercayaan dan keyakinan klenik. 😂  Ganjar itu ngga lolos ke putaran ke 2. Kebalik lah yog. Yang ada mah suara pendukung ganjar ke Anies. Prabowo sih emang lolos ke putaran ke 2"," tapi...... 😁"";0;1;0;6;in;1588785793778479104;1747822924575441150;GL_Filosufi;https://twitter.com/GL_Filosufi/status/1747822924575441150",,,,,,,,
"Thu Jan 18 03:27:04 +0000 2024;1747822891188752658;""ini aslinya isu mantap juga buat kalahin isu narasi penculik+ pelanggar HAM ke prabowo  krn Anies di dukung pelanggar ham berat buanget dan di trima+ amien rais  ini bisa bikin goyah jokower yg masih di ganjar  cm sensitif baiknya bukan akun gede yg repost akun2 kecil aja tp rame https://t.co/LxJKFwuazl"";0;1;0;1;in;1184695438365974528;1747822891188752658;tekarok007;https://twitter.com/tekarok007/status/1747822891188752658",,,,,,,,,
"Thu Jan 18 03:25:48 +0000 2024;1747822569376674175;""Ini Gagasan Anies Baswedan"," Prabowo dan Ganjar Pranowo Soal Pemberantasan Korupsi https://t.co/rZ1hRtpVif"";0;0;0;0;in;1234774867704049664;1747822569376674175;telisik_id;https://twitter.com/telisik_id/status/1747822569376674175",,,,,,,,
"Thu Jan 18 03:25:13 +0000 2024;1747822423611756858;""Lebih asik pilih Ganjar Pranowo daripada Prabowo dan Anies Baswedan. Dedikasinya buat perempuan dan perlindungan hak mereka bener-bener keren. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/EqFyeQxpmz"";0;0;0;0;in;1737767726477635584;1747822423611756858;BushFisher71720;https://twitter.com/BushFisher71720/status/1747822423611756858",,,,,,,,,
"Thu Jan 18 03:25:13 +0000 2024;1747822423393607683;""Anies Baswedan dan Prabowo punya wawasan"," tapi Ganjar Pranowo punya prestasi nyata yang bisa dilihat. Pilih pemimpin berdasarkan hasil kerja. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/ZxOvoSsb0e"";0;0;0;0;in;1737767863136497665;1747822423393607683;NadiaReyno30724;https://twitter.com/NadiaReyno30724/status/1747822423393607683",,,,,,,,
"Thu Jan 18 03:25:13 +0000 2024;1747822423305605543;""Anies Baswedan dan Prabowo mungkin terkenal"," tapi Ganjar Pranowo lebih nyata aja. Dia bener-bener peduli sama isu lingkungan dan keberlanjutan. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/XXjAF5790V"";0;0;0;0;in;1737767234737762304;1747822423305605543;KolbyAlexa54922;https://twitter.com/KolbyAlexa54922/status/1747822423305605543",,,,,,,,
"Thu Jan 18 03:25:12 +0000 2024;1747822417840336978;""Anies Baswedan dan Prabowo mungkin terkenal"," tapi Ganjar Pranowo lebih nyata aja. Dia bener-bener peduli sama isu lingkungan dan keberlanjutan. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/WXcL6FakhZ"";0;0;0;0;in;1720440793092050944;1747822417840336978;HogarthSto49462;https://twitter.com/HogarthSto49462/status/1747822417840336978",,,,,,,,
"Thu Jan 18 03:25:12 +0000 2024;1747822417819341068;""Anies Baswedan dan Prabowo mungkin terkenal"," tapi Ganjar Pranowo lebih nyata aja. Dia bener-bener peduli sama isu lingkungan dan keberlanjutan. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/jv3M7Yw4wt"";0;0;0;0;in;1720440801207959552;1747822417819341068;CasandraSh70052;https://twitter.com/CasandraSh70052/status/1747822417819341068",,,,,,,,
"Thu Jan 18 03:25:11 +0000 2024;1747822417643229550;""Lebih asik pilih Ganjar Pranowo daripada Prabowo dan Anies Baswedan. Dedikasinya buat perempuan dan perlindungan hak mereka bener-bener keren. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/hSvRH1Z5ln"";0;0;0;0;in;1720440533158371328;1747822417643229550;ElanNishat82735;https://twitter.com/ElanNishat82735/status/1747822417643229550",,,,,,,,,
"Thu Jan 18 03:25:11 +0000 2024;1747822417643205091;""Anies Baswedan dan Prabowo punya wawasan"," tapi Ganjar Pranowo punya prestasi nyata yang bisa dilihat. Pilih pemimpin berdasarkan hasil kerja. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/505txVs31L"";0;0;0;0;in;1720440950181224448;1747822417643205091;IngeborgL99539;https://twitter.com/IngeborgL99539/status/1747822417643205091",,,,,,,,
"Thu Jan 18 03:25:11 +0000 2024;1747822417630609617;""Anies Baswedan dan Prabowo punya wawasan"," tapi Ganjar Pranowo punya prestasi nyata yang bisa dilihat. Pilih pemimpin berdasarkan hasil kerja. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/EQkLqzHpfY"";0;0;0;0;in;1720440353210150912;1747822417630609617;KemperSept81900;https://twitter.com/KemperSept81900/status/1747822417630609617",,,,,,,,
"Thu Jan 18 03:25:11 +0000 2024;1747822417613877426;""Lebih asik pilih Ganjar Pranowo daripada Prabowo dan Anies Baswedan. Dedikasinya buat perempuan dan perlindungan hak mereka bener-bener keren. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/6Wn8YwxFPD"";0;0;0;0;in;1720440822640852992;1747822417613877426;AbarcaCasc46274;https://twitter.com/AbarcaCasc46274/status/1747822417613877426",,,,,,,,,
"Thu Jan 18 03:25:11 +0000 2024;1747822417588686880;""Anies Baswedan dan Prabowo mungkin terkenal"," tapi Ganjar Pranowo lebih nyata aja. Dia bener-bener peduli sama isu lingkungan dan keberlanjutan. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/7wkH18Vdc1"";0;0;0;0;in;1720440775345848320;1747822417588686880;AbbottFors64470;https://twitter.com/AbbottFors64470/status/1747822417588686880",,,,,,,,
"Thu Jan 18 03:24:36 +0000 2024;1747822266749222947;""[FULL] Capres Anies", Prabowo," dan Ganjar Adu Gagasan Antikorupsi di Acara PAKU Integritas KPK https://t.co/K4h2VdKCA7"";0;4;1;1;in;71436318;1747822266749222947;KompasTV;https://twitter.com/KompasTV/status/1747822266749222947",,,,,,,
"Thu Jan 18 03:24:24 +0000 2024;1747822219198341275;""Yu pikir ketika Anies atau Ganja. Eh sorry", kurang satu huruf ya. Yaitu Ganjar maksud ane. Itu yang memimpin lalu negara tidak semakin otoriter? Kebijakan akan lebih baik? Tidak! Meskipun Prabowo nantinya kalah," dia kan masih bagian dari mereka. Tetap mereka akan bahumembahu."";0;1;0;0;in;1508747719858294787;1747817512987926863;Usmansdialectic;https://twitter.com/Usmansdialectic/status/1747822219198341275",,,,,,,
"Thu Jan 18 03:22:37 +0000 2024;1747821768491122704;""@alextham878 prabowo 2 x nyapres   itu gak haus kekuasaan ci?  Anies dan Ganjar kan baru 1 x nyapres. Itupun diusung partai...  jadi yg haus kekuasaan ya PRABOWO"";1;0;0;0;in;1696937867082346500;1747597975151661558;LoveJune123;https://twitter.com/LoveJune123/status/1747821768491122704",,,,,,,,,
"Thu Jan 18 03:21:07 +0000 2024;1747821390261272713;""Siapa yang ingin kalahin prabowo atau ganjar?   Wong kita ga ada urusan dengan mereka. Kita ingin Indonesia lebih demokratis", lebih adil, dan lebih sejahtera.   Pikiran pendukung Anies ga sedangkal pikiran mu," dan pendukung pendukung capres lainnya yang memilih krn sentimen. 😁"";0;1;2;13;in;1588785793778479104;1747821390261272713;GL_Filosufi;https://twitter.com/GL_Filosufi/status/1747821390261272713",,,,,,
"Thu Jan 18 03:20:45 +0000 2024;1747821299312042427;""@Fahrihamzah Horeeeeeeeee Aklamasiiiìiiii Empat putaran. Mega Prabowo Prabowo Hatta Prabowo sandi Prabowo Gibran..  Yg satu putaran itu Anies ma Ganjar."";0;0;0;0;in;967727927201705986;1747794737644593162;fyasof83;https://twitter.com/fyasof83/status/1747821299312042427",,,,,,,,,
"Thu Jan 18 03:20:13 +0000 2024;1747821166692110365;""Ganjar Pranowo lebih kekinian daripada Prabowo dan Anies Baswedan. Dia bener-bener bawa inovasi dan tahu gimana bikin Indo maju. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar"";0;0;0;0;in;1737767234737762304;1747821166692110365;KolbyAlexa54922;https://twitter.com/KolbyAlexa54922/status/1747821166692110365",,,,,,,,,
"Thu Jan 18 03:20:13 +0000 2024;1747821166390124710;""Lebih asik pilih Ganjar Pranowo daripada Prabowo dan Anies Baswedan. Dedikasinya buat perempuan dan perlindungan hak mereka bener-bener keren. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/4HdT4zmcm6"";0;0;0;0;in;1737764421257072640;1747821166390124710;LillyGordo64327;https://twitter.com/LillyGordo64327/status/1747821166390124710",,,,,,,,,
"Thu Jan 18 03:20:12 +0000 2024;1747821160358707456;""Ganjar Pranowo lebih kekinian daripada Prabowo dan Anies Baswedan. Dia bener-bener bawa inovasi dan tahu gimana bikin Indo maju. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar"";0;0;0;0;in;1720440793092050944;1747821160358707456;HogarthSto49462;https://twitter.com/HogarthSto49462/status/1747821160358707456",,,,,,,,,
"Thu Jan 18 03:20:12 +0000 2024;1747821160329257060;""Lebih asik pilih Ganjar Pranowo daripada Prabowo dan Anies Baswedan. Dedikasinya buat perempuan dan perlindungan hak mereka bener-bener keren. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/QbKJo2YnSx"";0;0;0;0;in;1721045394539364352;1747821160329257060;KobusParro23354;https://twitter.com/KobusParro23354/status/1747821160329257060",,,,,,,,,
"Thu Jan 18 03:20:12 +0000 2024;1747821160308318636;""Ganjar Pranowo lebih kekinian daripada Prabowo dan Anies Baswedan. Dia bener-bener bawa inovasi dan tahu gimana bikin Indo maju. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar"";0;0;0;0;in;1720440801207959552;1747821160308318636;CasandraSh70052;https://twitter.com/CasandraSh70052/status/1747821160308318636",,,,,,,,,
"Thu Jan 18 03:20:12 +0000 2024;1747821160253755728;""Anies Baswedan dan Prabowo punya wawasan"," tapi Ganjar Pranowo punya prestasi nyata yang bisa dilihat. Pilih pemimpin berdasarkan hasil kerja. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/ox1lbXYSVm"";0;0;0;0;in;1720440435154329600;1747821160253755728;ClaypoolP75688;https://twitter.com/ClaypoolP75688/status/1747821160253755728",,,,,,,,
"Thu Jan 18 03:20:12 +0000 2024;1747821160153182438;""Ganjar Pranowo lebih kekinian daripada Prabowo dan Anies Baswedan. Dia bener-bener bawa inovasi dan tahu gimana bikin Indo maju. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar"";0;0;0;0;in;1720440775345848320;1747821160153182438;AbbottFors64470;https://twitter.com/AbbottFors64470/status/1747821160153182438",,,,,,,,,
"Thu Jan 18 03:20:12 +0000 2024;1747821160140620249;""Lebih asik pilih Ganjar Pranowo daripada Prabowo dan Anies Baswedan. Dedikasinya buat perempuan dan perlindungan hak mereka bener-bener keren. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/tZ32aHpD1T"";0;0;0;0;in;1720440817238544384;1747821160140620249;NeubauerSe22654;https://twitter.com/NeubauerSe22654/status/1747821160140620249",,,,,,,,,
"Thu Jan 18 03:20:12 +0000 2024;1747821160111202624;""Anies Baswedan dan Prabowo mungkin terkenal"," tapi Ganjar Pranowo lebih nyata aja. Dia bener-bener peduli sama isu lingkungan dan keberlanjutan. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/ErCx3A8hxX"";0;0;0;0;in;1720440477223108608;1747821160111202624;BehrensMcm10360;https://twitter.com/BehrensMcm10360/status/1747821160111202624",,,,,,,,
"Thu Jan 18 03:20:12 +0000 2024;1747821160069263480;""Anies Baswedan dan Prabowo mungkin terkenal"," tapi Ganjar Pranowo lebih nyata aja. Dia bener-bener peduli sama isu lingkungan dan keberlanjutan. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/UG900Xz9SK"";0;0;0;0;in;1720440854949560321;1747821160069263480;CallanderT48433;https://twitter.com/CallanderT48433/status/1747821160069263480",,,,,,,,
"Thu Jan 18 03:20:12 +0000 2024;1747821160006324727;""Anies Baswedan dan Prabowo punya wawasan"," tapi Ganjar Pranowo punya prestasi nyata yang bisa dilihat. Pilih pemimpin berdasarkan hasil kerja. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/p9MDb8OVQa"";0;0;0;0;in;1720440698904727553;1747821160006324727;FionPickfo96868;https://twitter.com/FionPickfo96868/status/1747821160006324727",,,,,,,,
"Thu Jan 18 03:15:13 +0000 2024;1747819906110816659;""Anies Baswedan dan Prabowo punya wawasan"," tapi Ganjar Pranowo punya prestasi nyata yang bisa dilihat. Pilih pemimpin berdasarkan hasil kerja. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/IDDDOIDVvi"";0;0;0;0;in;1737759033040273408;1747819906110816659;ErinOdom145358;https://twitter.com/ErinOdom145358/status/1747819906110816659",,,,,,,,
"Thu Jan 18 03:15:13 +0000 2024;1747819906035237167;""Anies Baswedan dan Prabowo mungkin terkenal"," tapi Ganjar Pranowo lebih nyata aja. Dia bener-bener peduli sama isu lingkungan dan keberlanjutan. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/LQP0aQgkPk"";0;0;0;0;in;1737765420705140736;1747819906035237167;CantuAidan42400;https://twitter.com/CantuAidan42400/status/1747819906035237167",,,,,,,,
"Thu Jan 18 03:15:13 +0000 2024;1747819905989181705;""Lebih keren pilih Ganjar Pranowo daripada Prabowo dan Anies Baswedan. Dia peduli banget sama peningkatan kualitas pendidikan di Indo. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/xeKqGW1eW4"";0;0;0;0;in;1737767234737762304;1747819905989181705;KolbyAlexa54922;https://twitter.com/KolbyAlexa54922/status/1747819905989181705",,,,,,,,,
"Thu Jan 18 03:15:13 +0000 2024;1747819905972416893;""Lebih asik pilih Ganjar Pranowo daripada Prabowo dan Anies Baswedan. Dedikasinya buat perempuan dan perlindungan hak mereka bener-bener keren. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/NxGMy5mJ0x"";0;0;0;0;in;1737759337831862272;1747819905972416893;RickyLarso61028;https://twitter.com/RickyLarso61028/status/1747819905972416893",,,,,,,,,
"Thu Jan 18 03:15:11 +0000 2024;1747819899991347247;""Ganjar Pranowo lebih kekinian daripada Prabowo dan Anies Baswedan. Dia bener-bener bawa inovasi dan tahu gimana bikin Indo maju. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar"";0;0;0;0;in;1720440477223108608;1747819899991347247;BehrensMcm10360;https://twitter.com/BehrensMcm10360/status/1747819899991347247",,,,,,,,,
"Thu Jan 18 03:15:11 +0000 2024;1747819899731214682;""Lebih asik pilih Ganjar Pranowo daripada Prabowo dan Anies Baswedan. Dedikasinya buat perempuan dan perlindungan hak mereka bener-bener keren. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/7tlloUA4Ly"";0;0;0;0;in;1721045385580290049;1747819899731214682;PickfordRa14978;https://twitter.com/PickfordRa14978/status/1747819899731214682",,,,,,,,,
"Thu Jan 18 03:15:11 +0000 2024;1747819899710329216;""Lebih keren pilih Ganjar Pranowo daripada Prabowo dan Anies Baswedan. Dia peduli banget sama peningkatan kualitas pendidikan di Indo. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/AwWFKQ0apq"";0;0;0;0;in;1720440793092050944;1747819899710329216;HogarthSto49462;https://twitter.com/HogarthSto49462/status/1747819899710329216",,,,,,,,,
"Thu Jan 18 03:15:11 +0000 2024;1747819899580231802;""Ganjar Pranowo lebih kekinian daripada Prabowo dan Anies Baswedan. Dia bener-bener bawa inovasi dan tahu gimana bikin Indo maju. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar"";0;0;0;0;in;1720440854949560321;1747819899580231802;CallanderT48433;https://twitter.com/CallanderT48433/status/1747819899580231802",,,,,,,,,
"Thu Jan 18 03:15:11 +0000 2024;1747819899395723485;""Lebih keren pilih Ganjar Pranowo daripada Prabowo dan Anies Baswedan. Dia peduli banget sama peningkatan kualitas pendidikan di Indo. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/2qYWnySYs7"";0;0;0;0;in;1720440801207959552;1747819899395723485;CasandraSh70052;https://twitter.com/CasandraSh70052/status/1747819899395723485",,,,,,,,,
"Thu Jan 18 03:15:11 +0000 2024;1747819899374674212;""Anies Baswedan dan Prabowo mungkin terkenal"," tapi Ganjar Pranowo lebih nyata aja. Dia bener-bener peduli sama isu lingkungan dan keberlanjutan. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/S7OpslWA1A"";0;0;0;0;in;1720440935849263104;1747819899374674212;ChefIzumi34020;https://twitter.com/ChefIzumi34020/status/1747819899374674212",,,,,,,,
"Thu Jan 18 03:15:11 +0000 2024;1747819899336917061;""Lebih keren pilih Ganjar Pranowo daripada Prabowo dan Anies Baswedan. Dia peduli banget sama peningkatan kualitas pendidikan di Indo. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/CRJrBnnYN9"";0;0;0;0;in;1720440775345848320;1747819899336917061;AbbottFors64470;https://twitter.com/AbbottFors64470/status/1747819899336917061",,,,,,,,,
"Thu Jan 18 03:15:11 +0000 2024;1747819899139866802;""Anies Baswedan dan Prabowo punya wawasan"," tapi Ganjar Pranowo punya prestasi nyata yang bisa dilihat. Pilih pemimpin berdasarkan hasil kerja. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/3mLekvg3ZP"";0;0;0;0;in;1720440586061115392;1747819899139866802;BandungDav52822;https://twitter.com/BandungDav52822/status/1747819899139866802",,,,,,,,
"Thu Jan 18 03:15:11 +0000 2024;1747819898909192648;""Anies Baswedan dan Prabowo punya wawasan"," tapi Ganjar Pranowo punya prestasi nyata yang bisa dilihat. Pilih pemimpin berdasarkan hasil kerja. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/PxjNX3csEQ"";0;0;0;0;in;1720440620953620480;1747819898909192648;gioia97867;https://twitter.com/gioia97867/status/1747819898909192648",,,,,,,,
"Thu Jan 18 03:15:09 +0000 2024;1747819888960471088;""Dari kemaren gw kepikiran ini yg ribut anies-prabowo vibesnya kayak SNSD-2ne1 Ngeri plotwist yg menang 4minute alias ganjar :"")"";0;0;0;0;in;1096927288199790597;1747819888960471088;maujadiaku;https://twitter.com/maujadiaku/status/1747819888960471088",,,,,,,,,
"Thu Jan 18 03:14:50 +0000 2024;1747819811072045190;""#Pemilu2024 Anies", Prabowo," Ganjar Berkomitmen Memperkuat KPK #AdadiKompas  https://t.co/f1C22WOgLq"";0;0;0;0;in;771030588;1747819811072045190;KompasData;https://twitter.com/KompasData/status/1747819811072045190",,,,,,,
"Thu Jan 18 03:11:54 +0000 2024;1747819072019116291;""@GreysPolii Yes bener banget. Dan yg karakter &amp  gaya kerjanya mirip Pak Jokowi adalah Pak Ganjar. Berproses dari bawah", sederhana, pekerja keras &amp  cerdas," cekatan dan sat set untuk blusukan &amp  keliling membangun Indonesia. Anies &amp  Prabowo tidak."";0;2;0;1;in;545252790;1747815260290163083;monthetis;https://twitter.com/monthetis/status/1747819072019116291",,,,,,
"Thu Jan 18 03:11:47 +0000 2024;1747819044915515685;""Strategi Berantas Korupsi: Ganjar Digitalisasi Keuangan", Anies Rampas Asetnya," Bagaimana Prabowo? https://t.co/86P3M94Kaf"";0;0;0;0;in;1512483442600341505;1747819044915515685;BeritakanID_com;https://twitter.com/BeritakanID_com/status/1747819044915515685",,,,,,,
"Thu Jan 18 03:11:41 +0000 2024;1747819017518379201;""@_DeadlyGod_ @rushley94 Ya poin pentingnya apa iya Anies menghendaki dan meminta dukungan ABB? Kalo gk ada deal disitu ya ketawa aja"," sama kyak KKB di Papua andai kata tiba"" dukung Prabowo atau Ganjar", ya selama gk ada deal disitu ketawa aja lah," toh semua Paslon juga gk pemdukung yg agak eror"";0;1;0;0;in;1291392587304075266;1747550018800943293;harisszz____;https://twitter.com/harisszz____/status/1747819017518379201",,,,,,
"Thu Jan 18 03:10:16 +0000 2024;1747818662537445658;""Anies", Prabowo," Ganjar Berkomitmen Memperkuat KPK #Pemilu2024 #AdadiKompas  https://t.co/5vGNdGr5y1"";0;0;0;0;in;255866913;1747818662537445658;hariankompas;https://twitter.com/hariankompas/status/1747818662537445658",,,,,,,
"Thu Jan 18 03:10:12 +0000 2024;1747818645210751393;""Anies Baswedan dan Prabowo punya wawasan"," tapi Ganjar Pranowo punya prestasi nyata yang bisa dilihat. Pilih pemimpin berdasarkan hasil kerja. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/7l1YmcSdXH"";0;0;0;0;in;1737767726477635584;1747818645210751393;BushFisher71720;https://twitter.com/BushFisher71720/status/1747818645210751393",,,,,,,,
"Thu Jan 18 03:10:12 +0000 2024;1747818645177110905;""Anies Baswedan dan Prabowo mungkin terkenal"," tapi Ganjar Pranowo lebih nyata aja. Dia bener-bener peduli sama isu lingkungan dan keberlanjutan. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/5j4EldWZbP"";0;0;0;0;in;1737767863136497665;1747818645177110905;NadiaReyno30724;https://twitter.com/NadiaReyno30724/status/1747818645177110905",,,,,,,,
"Thu Jan 18 03:10:12 +0000 2024;1747818645152047208;""Ganjar Pranowo lebih kekinian daripada Prabowo dan Anies Baswedan. Dia bener-bener bawa inovasi dan tahu gimana bikin Indo maju. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar"";0;0;0;0;in;1737765420705140736;1747818645152047208;CantuAidan42400;https://twitter.com/CantuAidan42400/status/1747818645152047208",,,,,,,,,
"Thu Jan 18 03:10:11 +0000 2024;1747818639401636082;""Lebih asik pilih Ganjar Pranowo daripada Prabowo dan Anies Baswedan. Dedikasinya buat perempuan dan perlindungan hak mereka bener-bener keren. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/dJ7899xTgk"";0;0;0;0;in;1721045396259033088;1747818639401636082;RoughBin22432;https://twitter.com/RoughBin22432/status/1747818639401636082",,,,,,,,,
"Thu Jan 18 03:10:11 +0000 2024;1747818639091183767;""Anies Baswedan dan Prabowo mungkin terkenal"," tapi Ganjar Pranowo lebih nyata aja. Dia bener-bener peduli sama isu lingkungan dan keberlanjutan. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/X3SVZJR8Fe"";0;0;0;0;in;1720440353210150912;1747818639091183767;KemperSept81900;https://twitter.com/KemperSept81900/status/1747818639091183767",,,,,,,,
